filename,width,height
000987.jpg,58.0,21.0
000987.jpg,23.0,67.0
000988.jpg,59.0,36.0
000988.jpg,53.0,20.0
000988.jpg,79.0,14.0
000988.jpg,49.0,43.0
000988.jpg,25.0,67.0
000988.jpg,65.0,23.0
000988.jpg,53.0,17.0
000989.jpg,48.0,34.0
000989.jpg,80.0,18.0
000989.jpg,54.0,45.0
000989.jpg,22.0,64.0
000989.jpg,66.0,18.0
000989.jpg,62.0,25.0
000990.jpg,52.0,40.0
000990.jpg,62.0,25.0
000990.jpg,77.0,19.0
000990.jpg,60.0,39.0
000990.jpg,24.0,59.0
000990.jpg,54.0,16.0
000991.jpg,58.0,38.0
000991.jpg,64.0,22.0
000991.jpg,78.0,17.0
000991.jpg,22.0,59.0
000991.jpg,56.0,36.0
000991.jpg,63.0,21.0
000992.jpg,51.0,36.0
000992.jpg,83.0,16.0
000992.jpg,25.0,48.0
000992.jpg,22.0,55.0
000992.jpg,42.0,13.0
000992.jpg,59.0,16.0
000993.jpg,48.0,37.0
000993.jpg,65.0,17.0
000993.jpg,65.0,18.0
000993.jpg,48.0,20.0
000993.jpg,29.0,66.0
000994.jpg,15.0,16.0
000994.jpg,48.0,43.0
000994.jpg,63.0,26.0
000994.jpg,42.0,16.0
000994.jpg,24.0,63.0
000994.jpg,56.0,19.0
000995.jpg,49.0,43.0
000995.jpg,70.0,13.0
000995.jpg,22.0,23.0
000995.jpg,33.0,42.0
000995.jpg,44.0,16.0
000995.jpg,49.0,16.0
000995.jpg,15.0,31.0
000996.jpg,48.0,41.0
000996.jpg,62.0,22.0
000996.jpg,26.0,31.0
000996.jpg,36.0,32.0
000996.jpg,43.0,20.0
000996.jpg,57.0,17.0
000997.jpg,76.0,16.0
000997.jpg,51.0,50.0
000997.jpg,29.0,34.0
000997.jpg,40.0,32.0
000997.jpg,46.0,27.0
000997.jpg,53.0,17.0
000998.jpg,88.0,15.0
000998.jpg,51.0,44.0
000998.jpg,28.0,36.0
000998.jpg,45.0,22.0
000998.jpg,40.0,28.0
000998.jpg,57.0,15.0
000999.jpg,68.0,17.0
000999.jpg,38.0,30.0
000999.jpg,46.0,46.0
000999.jpg,29.0,43.0
000999.jpg,51.0,21.0
000999.jpg,44.0,33.0
000999.jpg,45.0,20.0
001000.jpg,29.0,47.0
001000.jpg,49.0,42.0
001000.jpg,57.0,23.0
001000.jpg,87.0,16.0
001000.jpg,46.0,19.0
001000.jpg,44.0,29.0
001000.jpg,40.0,21.0
001000.jpg,41.0,53.0
001000.jpg,16.0,11.0
001001.jpg,24.0,10.0
001001.jpg,3.0,18.0
001002.jpg,30.0,6.0
001002.jpg,6.0,27.0
001003.jpg,21.0,10.0
001003.jpg,10.0,27.0
001004.jpg,23.0,8.0
001004.jpg,8.0,30.0
001004.jpg,15.0,22.0
001005.jpg,29.0,10.0
001005.jpg,9.0,28.0
001005.jpg,32.0,34.0
001005.jpg,9.0,3.0
001006.jpg,21.0,7.0
001006.jpg,9.0,24.0
001006.jpg,16.0,20.0
001006.jpg,16.0,3.0
001007.jpg,20.0,4.0
001007.jpg,10.0,31.0
001007.jpg,11.0,16.0
001008.jpg,22.0,8.0
001008.jpg,10.0,23.0
001008.jpg,9.0,16.0
001008.jpg,5.0,3.0
001008.jpg,9.0,7.0
001009.jpg,21.0,6.0
001009.jpg,8.0,19.0
001009.jpg,9.0,23.0
001010.jpg,11.0,22.0
001010.jpg,23.0,9.0
001010.jpg,7.0,25.0
001010.jpg,22.0,13.0
001011.jpg,24.0,10.0
001011.jpg,11.0,25.0
001011.jpg,24.0,6.0
001011.jpg,8.0,21.0
001012.jpg,24.0,10.0
001012.jpg,12.0,23.0
001012.jpg,17.0,18.0
001012.jpg,12.0,23.0
001012.jpg,30.0,14.0
001012.jpg,12.0,12.0
001013.jpg,8.0,21.0
001013.jpg,20.0,4.0
001013.jpg,10.0,22.0
001013.jpg,36.0,14.0
001013.jpg,13.0,21.0
001013.jpg,22.0,26.0
001013.jpg,12.0,14.0
001014.jpg,23.0,8.0
001014.jpg,19.0,21.0
001014.jpg,25.0,8.0
001014.jpg,10.0,17.0
001014.jpg,14.0,31.0
001014.jpg,20.0,13.0
001015.jpg,12.0,23.0
001015.jpg,14.0,18.0
001015.jpg,27.0,9.0
001015.jpg,24.0,29.0
001015.jpg,6.0,27.0
001015.jpg,31.0,13.0
001016.jpg,11.0,19.0
001016.jpg,5.0,21.0
001016.jpg,24.0,23.0
001016.jpg,26.0,9.0
001016.jpg,3.0,25.0
001016.jpg,27.0,9.0
001017.jpg,7.0,28.0
001017.jpg,10.0,26.0
001017.jpg,24.0,5.0
001017.jpg,28.0,14.0
001017.jpg,8.0,28.0
001017.jpg,19.0,28.0
001018.jpg,5.0,26.0
001018.jpg,4.0,20.0
001018.jpg,8.0,23.0
001018.jpg,3.0,24.0
001018.jpg,19.0,15.0
001019.jpg,9.0,27.0
001019.jpg,7.0,26.0
001019.jpg,6.0,29.0
001019.jpg,20.0,8.0
001019.jpg,9.0,25.0
001019.jpg,10.0,15.0
001020.jpg,14.0,24.0
001020.jpg,7.0,26.0
001020.jpg,3.0,22.0
001020.jpg,15.0,27.0
001020.jpg,23.0,14.0
001020.jpg,8.0,21.0
001021.jpg,15.0,25.0
001021.jpg,6.0,28.0
001021.jpg,8.0,24.0
001021.jpg,20.0,17.0
001021.jpg,25.0,11.0
001021.jpg,13.0,23.0
001022.jpg,13.0,26.0
001022.jpg,13.0,24.0
001022.jpg,15.0,22.0
001022.jpg,26.0,26.0
001022.jpg,29.0,14.0
001022.jpg,14.0,24.0
001023.jpg,11.0,20.0
001023.jpg,11.0,26.0
001023.jpg,15.0,20.0
001023.jpg,14.0,18.0
001023.jpg,24.0,12.0
001023.jpg,13.0,20.0
001024.jpg,12.0,28.0
001024.jpg,11.0,24.0
001024.jpg,14.0,23.0
001024.jpg,8.0,25.0
001024.jpg,23.0,14.0
001024.jpg,15.0,18.0
001025.jpg,8.0,29.0
001025.jpg,11.0,30.0
001025.jpg,12.0,18.0
001025.jpg,4.0,21.0
001025.jpg,30.0,13.0
001025.jpg,8.0,23.0
001026.jpg,6.0,28.0
001026.jpg,25.0,15.0
001026.jpg,18.0,18.0
001026.jpg,8.0,17.0
001026.jpg,8.0,23.0
001026.jpg,10.0,21.0
001027.jpg,10.0,24.0
001027.jpg,4.0,18.0
001027.jpg,7.0,26.0
001027.jpg,18.0,22.0
001027.jpg,24.0,12.0
001027.jpg,6.0,20.0
001028.jpg,7.0,30.0
001028.jpg,7.0,25.0
001028.jpg,9.0,25.0
001028.jpg,18.0,18.0
001028.jpg,29.0,7.0
001028.jpg,7.0,28.0
001029.jpg,8.0,26.0
001029.jpg,9.0,31.0
001029.jpg,9.0,27.0
001029.jpg,22.0,20.0
001029.jpg,28.0,12.0
001029.jpg,9.0,22.0
001030.jpg,11.0,31.0
001030.jpg,10.0,21.0
001030.jpg,11.0,16.0
001030.jpg,15.0,14.0
001030.jpg,23.0,15.0
001030.jpg,11.0,28.0
001030.jpg,13.0,21.0
001031.jpg,13.0,31.0
001031.jpg,8.0,23.0
001031.jpg,16.0,19.0
001031.jpg,19.0,15.0
001031.jpg,27.0,13.0
001031.jpg,9.0,23.0
001031.jpg,11.0,21.0
001032.jpg,8.0,30.0
001032.jpg,4.0,27.0
001032.jpg,20.0,22.0
001032.jpg,19.0,15.0
001032.jpg,29.0,13.0
001032.jpg,17.0,23.0
001032.jpg,9.0,24.0
001033.jpg,12.0,34.0
001033.jpg,6.0,28.0
001033.jpg,22.0,21.0
001033.jpg,14.0,20.0
001033.jpg,27.0,12.0
001033.jpg,11.0,24.0
001033.jpg,10.0,24.0
001034.jpg,13.0,25.0
001034.jpg,14.0,27.0
001034.jpg,17.0,20.0
001034.jpg,17.0,20.0
001034.jpg,10.0,5.0
001034.jpg,30.0,10.0
001034.jpg,10.0,18.0
001034.jpg,8.0,19.0
001035.jpg,12.0,27.0
001035.jpg,11.0,19.0
001035.jpg,19.0,17.0
001035.jpg,7.0,10.0
001035.jpg,5.0,10.0
001035.jpg,22.0,14.0
001035.jpg,28.0,5.0
001035.jpg,8.0,23.0
001035.jpg,13.0,20.0
001036.jpg,9.0,25.0
001036.jpg,15.0,26.0
001036.jpg,24.0,17.0
001036.jpg,10.0,10.0
001036.jpg,18.0,11.0
001036.jpg,21.0,10.0
001036.jpg,6.0,26.0
001036.jpg,10.0,27.0
001037.jpg,13.0,35.0
001037.jpg,18.0,16.0
001037.jpg,18.0,9.0
001037.jpg,10.0,10.0
001037.jpg,25.0,11.0
001037.jpg,28.0,4.0
001037.jpg,12.0,21.0
001037.jpg,6.0,22.0
001038.jpg,10.0,24.0
001038.jpg,22.0,22.0
001038.jpg,23.0,10.0
001038.jpg,14.0,13.0
001038.jpg,29.0,14.0
001038.jpg,32.0,6.0
001038.jpg,11.0,22.0
001038.jpg,8.0,26.0
001039.jpg,9.0,30.0
001039.jpg,28.0,14.0
001039.jpg,28.0,32.0
001039.jpg,26.0,19.0
001039.jpg,22.0,7.0
001039.jpg,15.0,23.0
001039.jpg,10.0,29.0
001039.jpg,11.0,25.0
001040.jpg,9.0,26.0
001040.jpg,27.0,15.0
001040.jpg,21.0,18.0
001040.jpg,18.0,19.0
001040.jpg,11.0,17.0
001040.jpg,21.0,11.0
001040.jpg,8.0,29.0
001040.jpg,10.0,14.0
001041.jpg,11.0,6.0
001041.jpg,31.0,17.0
001041.jpg,12.0,23.0
001041.jpg,21.0,27.0
001041.jpg,9.0,18.0
001041.jpg,24.0,10.0
001041.jpg,6.0,28.0
001041.jpg,7.0,20.0
001042.jpg,29.0,13.0
001042.jpg,17.0,25.0
001042.jpg,17.0,29.0
001042.jpg,16.0,5.0
001042.jpg,9.0,22.0
001042.jpg,13.0,18.0
001042.jpg,7.0,24.0
001043.jpg,28.0,17.0
001043.jpg,21.0,17.0
001043.jpg,17.0,32.0
001043.jpg,15.0,7.0
001043.jpg,7.0,15.0
001043.jpg,11.0,20.0
001043.jpg,11.0,17.0
001044.jpg,12.0,25.0
001044.jpg,26.0,11.0
001044.jpg,22.0,20.0
001044.jpg,9.0,26.0
001044.jpg,10.0,24.0
001045.jpg,14.0,40.0
001045.jpg,16.0,12.0
001045.jpg,29.0,16.0
001045.jpg,16.0,19.0
001045.jpg,8.0,25.0
001046.jpg,12.0,42.0
001046.jpg,33.0,11.0
001046.jpg,16.0,16.0
001046.jpg,9.0,19.0
001046.jpg,10.0,25.0
001047.jpg,9.0,41.0
001047.jpg,28.0,16.0
001047.jpg,6.0,28.0
001047.jpg,8.0,26.0
001048.jpg,11.0,51.0
001048.jpg,30.0,14.0
001048.jpg,9.0,24.0
001048.jpg,10.0,28.0
001049.jpg,11.0,28.0
001049.jpg,26.0,16.0
001049.jpg,6.0,24.0
001050.jpg,10.0,36.0
001050.jpg,21.0,14.0
001050.jpg,8.0,20.0
001051.jpg,17.0,33.0
001051.jpg,27.0,16.0
001051.jpg,6.0,16.0
001052.jpg,19.0,28.0
001052.jpg,17.0,11.0
001052.jpg,6.0,16.0
001052.jpg,2.0,13.0
001053.jpg,16.0,22.0
001053.jpg,8.0,23.0
001053.jpg,8.0,18.0
001054.jpg,13.0,26.0
001054.jpg,9.0,24.0
001054.jpg,10.0,22.0
001055.jpg,10.0,26.0
001055.jpg,16.0,18.0
001055.jpg,6.0,20.0
001056.jpg,13.0,24.0
001056.jpg,9.0,32.0
001056.jpg,10.0,23.0
001057.jpg,13.0,26.0
001057.jpg,13.0,20.0
001057.jpg,13.0,27.0
001058.jpg,8.0,22.0
001058.jpg,14.0,24.0
001058.jpg,12.0,15.0
001059.jpg,9.0,20.0
001059.jpg,10.0,19.0
001059.jpg,6.0,25.0
001059.jpg,10.0,28.0
001060.jpg,11.0,14.0
001060.jpg,16.0,18.0
001060.jpg,10.0,27.0
001060.jpg,11.0,29.0
001061.jpg,10.0,30.0
001061.jpg,15.0,19.0
001061.jpg,11.0,10.0
001062.jpg,10.0,18.0
001062.jpg,13.0,28.0
001063.jpg,6.0,9.0
001063.jpg,11.0,12.0
001063.jpg,15.0,22.0
001064.jpg,10.0,14.0
001064.jpg,11.0,14.0
001064.jpg,15.0,28.0
001064.jpg,5.0,19.0
001065.jpg,17.0,17.0
001065.jpg,15.0,8.0
001065.jpg,13.0,24.0
001065.jpg,8.0,18.0
001066.jpg,16.0,17.0
001066.jpg,18.0,16.0
001066.jpg,15.0,24.0
001066.jpg,13.0,30.0
001067.jpg,20.0,17.0
001067.jpg,16.0,13.0
001067.jpg,15.0,27.0
001068.jpg,14.0,12.0
001068.jpg,18.0,14.0
001068.jpg,11.0,26.0
001069.jpg,16.0,17.0
001069.jpg,17.0,20.0
001069.jpg,8.0,27.0
001069.jpg,15.0,14.0
001070.jpg,9.0,11.0
001070.jpg,14.0,16.0
001070.jpg,14.0,29.0
001071.jpg,13.0,8.0
001071.jpg,12.0,18.0
001071.jpg,6.0,14.0
001071.jpg,16.0,29.0
001072.jpg,11.0,10.0
001072.jpg,14.0,14.0
001072.jpg,9.0,15.0
001072.jpg,8.0,32.0
001073.jpg,16.0,9.0
001073.jpg,19.0,12.0
001073.jpg,13.0,20.0
001073.jpg,12.0,16.0
001073.jpg,10.0,26.0
001074.jpg,12.0,10.0
001074.jpg,12.0,15.0
001074.jpg,13.0,20.0
001074.jpg,8.0,26.0
001074.jpg,14.0,7.0
001075.jpg,15.0,9.0
001075.jpg,25.0,15.0
001075.jpg,14.0,16.0
001075.jpg,15.0,18.0
001075.jpg,12.0,26.0
001076.jpg,16.0,11.0
001076.jpg,16.0,4.0
001076.jpg,18.0,14.0
001076.jpg,14.0,21.0
001076.jpg,13.0,25.0
001076.jpg,10.0,29.0
001077.jpg,18.0,8.0
001077.jpg,10.0,7.0
001077.jpg,19.0,19.0
001077.jpg,18.0,23.0
001077.jpg,15.0,18.0
001077.jpg,13.0,31.0
001078.jpg,27.0,7.0
001078.jpg,19.0,16.0
001078.jpg,17.0,17.0
001078.jpg,14.0,19.0
001078.jpg,13.0,27.0
001079.jpg,22.0,8.0
001079.jpg,23.0,16.0
001079.jpg,15.0,17.0
001079.jpg,13.0,23.0
001079.jpg,16.0,30.0
001080.jpg,15.0,7.0
001080.jpg,23.0,18.0
001080.jpg,13.0,22.0
001080.jpg,11.0,21.0
001080.jpg,12.0,25.0
001081.jpg,17.0,8.0
001081.jpg,18.0,8.0
001081.jpg,26.0,23.0
001081.jpg,12.0,17.0
001081.jpg,11.0,20.0
001081.jpg,9.0,23.0
001082.jpg,20.0,8.0
001082.jpg,16.0,9.0
001082.jpg,19.0,21.0
001082.jpg,15.0,24.0
001082.jpg,11.0,22.0
001082.jpg,11.0,26.0
001083.jpg,10.0,18.0
001083.jpg,9.0,24.0
001083.jpg,19.0,15.0
001083.jpg,16.0,20.0
001083.jpg,11.0,29.0
001083.jpg,22.0,14.0
001084.jpg,30.0,12.0
001084.jpg,19.0,23.0
001084.jpg,10.0,33.0
001084.jpg,18.0,15.0
001084.jpg,16.0,22.0
001084.jpg,13.0,22.0
001085.jpg,29.0,15.0
001085.jpg,13.0,7.0
001085.jpg,12.0,23.0
001085.jpg,8.0,25.0
001085.jpg,25.0,32.0
001085.jpg,17.0,21.0
001085.jpg,13.0,27.0
001086.jpg,12.0,28.0
001086.jpg,12.0,28.0
001086.jpg,23.0,10.0
001086.jpg,20.0,13.0
001086.jpg,14.0,16.0
001086.jpg,11.0,12.0
001086.jpg,10.0,28.0
001087.jpg,14.0,24.0
001087.jpg,7.0,25.0
001087.jpg,25.0,20.0
001087.jpg,17.0,13.0
001087.jpg,13.0,2.0
001087.jpg,22.0,18.0
001087.jpg,20.0,17.0
001087.jpg,12.0,30.0
001088.jpg,9.0,22.0
001088.jpg,7.0,24.0
001088.jpg,25.0,14.0
001088.jpg,23.0,14.0
001088.jpg,14.0,13.0
001088.jpg,20.0,20.0
001088.jpg,8.0,24.0
001089.jpg,21.0,10.0
001089.jpg,23.0,16.0
001089.jpg,12.0,25.0
001089.jpg,9.0,24.0
001089.jpg,23.0,29.0
001089.jpg,14.0,18.0
001089.jpg,11.0,22.0
001090.jpg,8.0,26.0
001090.jpg,9.0,21.0
001090.jpg,24.0,12.0
001090.jpg,22.0,14.0
001090.jpg,16.0,11.0
001090.jpg,10.0,22.0
001091.jpg,8.0,24.0
001091.jpg,10.0,22.0
001091.jpg,24.0,15.0
001091.jpg,26.0,22.0
001091.jpg,19.0,13.0
001091.jpg,10.0,25.0
001092.jpg,12.0,26.0
001092.jpg,28.0,15.0
001092.jpg,27.0,14.0
001092.jpg,17.0,21.0
001092.jpg,11.0,24.0
001093.jpg,10.0,27.0
001093.jpg,10.0,27.0
001093.jpg,34.0,10.0
001093.jpg,19.0,19.0
001093.jpg,22.0,25.0
001093.jpg,10.0,29.0
001094.jpg,11.0,22.0
001094.jpg,12.0,19.0
001094.jpg,25.0,10.0
001094.jpg,21.0,19.0
001094.jpg,20.0,13.0
001094.jpg,7.0,21.0
001095.jpg,22.0,9.0
001095.jpg,26.0,20.0
001095.jpg,22.0,30.0
001095.jpg,15.0,29.0
001095.jpg,15.0,24.0
001095.jpg,13.0,40.0
001096.jpg,18.0,24.0
001096.jpg,12.0,18.0
001096.jpg,6.0,29.0
001096.jpg,29.0,15.0
001096.jpg,25.0,20.0
001096.jpg,25.0,19.0
001096.jpg,16.0,30.0
001097.jpg,13.0,27.0
001097.jpg,11.0,27.0
001097.jpg,24.0,23.0
001097.jpg,36.0,12.0
001097.jpg,20.0,20.0
001097.jpg,13.0,25.0
001097.jpg,14.0,25.0
001098.jpg,18.0,13.0
001098.jpg,21.0,23.0
001098.jpg,11.0,35.0
001098.jpg,15.0,15.0
001098.jpg,8.0,34.0
001098.jpg,7.0,22.0
001099.jpg,8.0,18.0
001099.jpg,7.0,13.0
001099.jpg,22.0,17.0
001099.jpg,19.0,14.0
001099.jpg,14.0,21.0
001099.jpg,18.0,22.0
001099.jpg,13.0,18.0
001099.jpg,14.0,35.0
001100.jpg,10.0,19.0
001100.jpg,8.0,17.0
001100.jpg,30.0,16.0
001100.jpg,16.0,36.0
001100.jpg,21.0,20.0
001100.jpg,13.0,29.0
001100.jpg,15.0,18.0
001100.jpg,10.0,27.0
001101.jpg,10.0,28.0
001101.jpg,8.0,25.0
001101.jpg,32.0,15.0
001101.jpg,28.0,16.0
001101.jpg,19.0,23.0
001101.jpg,13.0,23.0
001102.jpg,12.0,21.0
001102.jpg,3.0,28.0
001102.jpg,24.0,13.0
001102.jpg,15.0,29.0
001102.jpg,4.0,27.0
001102.jpg,13.0,25.0
001102.jpg,5.0,21.0
001102.jpg,19.0,8.0
001103.jpg,14.0,19.0
001103.jpg,8.0,26.0
001103.jpg,23.0,5.0
001103.jpg,11.0,22.0
001103.jpg,11.0,8.0
001103.jpg,10.0,21.0
001103.jpg,13.0,23.0
001104.jpg,13.0,19.0
001104.jpg,9.0,23.0
001104.jpg,28.0,11.0
001104.jpg,13.0,23.0
001104.jpg,11.0,22.0
001104.jpg,7.0,27.0
001104.jpg,11.0,21.0
001105.jpg,15.0,25.0
001105.jpg,6.0,26.0
001105.jpg,27.0,11.0
001105.jpg,5.0,21.0
001105.jpg,16.0,14.0
001105.jpg,11.0,24.0
001105.jpg,9.0,23.0
001105.jpg,3.0,15.0
001105.jpg,16.0,11.0
001106.jpg,7.0,24.0
001106.jpg,10.0,17.0
001106.jpg,32.0,14.0
001106.jpg,16.0,15.0
001106.jpg,10.0,23.0
001106.jpg,18.0,15.0
001106.jpg,12.0,25.0
001106.jpg,8.0,21.0
001107.jpg,9.0,29.0
001107.jpg,11.0,25.0
001107.jpg,32.0,9.0
001107.jpg,19.0,10.0
001107.jpg,11.0,23.0
001107.jpg,13.0,29.0
001107.jpg,3.0,21.0
001107.jpg,21.0,13.0
001108.jpg,11.0,32.0
001108.jpg,9.0,17.0
001108.jpg,29.0,11.0
001108.jpg,22.0,14.0
001108.jpg,17.0,15.0
001108.jpg,12.0,24.0
001108.jpg,7.0,24.0
001109.jpg,7.0,24.0
001109.jpg,8.0,25.0
001109.jpg,30.0,13.0
001109.jpg,19.0,15.0
001109.jpg,16.0,8.0
001109.jpg,13.0,22.0
001109.jpg,10.0,26.0
001109.jpg,6.0,12.0
001109.jpg,17.0,11.0
001109.jpg,12.0,8.0
001110.jpg,7.0,23.0
001110.jpg,9.0,20.0
001110.jpg,20.0,11.0
001110.jpg,18.0,13.0
001110.jpg,22.0,9.0
001110.jpg,19.0,17.0
001110.jpg,13.0,28.0
001110.jpg,5.0,23.0
001110.jpg,12.0,20.0
001111.jpg,7.0,30.0
001111.jpg,12.0,27.0
001111.jpg,16.0,15.0
001111.jpg,19.0,17.0
001111.jpg,13.0,12.0
001111.jpg,14.0,23.0
001111.jpg,11.0,23.0
001111.jpg,8.0,24.0
001111.jpg,13.0,19.0
001112.jpg,11.0,20.0
001112.jpg,7.0,23.0
001112.jpg,14.0,24.0
001112.jpg,21.0,17.0
001112.jpg,19.0,13.0
001112.jpg,16.0,24.0
001112.jpg,20.0,18.0
001112.jpg,27.0,14.0
001112.jpg,8.0,21.0
001112.jpg,10.0,21.0
001113.jpg,10.0,25.0
001113.jpg,5.0,22.0
001113.jpg,13.0,19.0
001113.jpg,16.0,12.0
001113.jpg,18.0,13.0
001113.jpg,20.0,16.0
001113.jpg,16.0,11.0
001113.jpg,15.0,17.0
001113.jpg,13.0,27.0
001113.jpg,4.0,9.0
001114.jpg,11.0,19.0
001114.jpg,6.0,21.0
001114.jpg,15.0,25.0
001114.jpg,14.0,18.0
001114.jpg,19.0,24.0
001114.jpg,16.0,14.0
001114.jpg,11.0,28.0
001114.jpg,6.0,18.0
001115.jpg,16.0,22.0
001115.jpg,8.0,20.0
001115.jpg,11.0,28.0
001115.jpg,23.0,21.0
001115.jpg,14.0,22.0
001115.jpg,9.0,20.0
001115.jpg,16.0,24.0
001115.jpg,24.0,17.0
001116.jpg,13.0,23.0
001116.jpg,13.0,25.0
001116.jpg,6.0,25.0
001116.jpg,21.0,18.0
001116.jpg,18.0,9.0
001116.jpg,10.0,17.0
001116.jpg,12.0,31.0
001116.jpg,10.0,25.0
001116.jpg,13.0,16.0
001117.jpg,9.0,26.0
001117.jpg,7.0,32.0
001117.jpg,14.0,16.0
001117.jpg,15.0,19.0
001117.jpg,20.0,17.0
001117.jpg,10.0,15.0
001117.jpg,24.0,23.0
001117.jpg,11.0,31.0
001117.jpg,7.0,19.0
001118.jpg,13.0,27.0
001118.jpg,23.0,19.0
001118.jpg,13.0,28.0
001118.jpg,19.0,17.0
001118.jpg,20.0,24.0
001118.jpg,16.0,19.0
001118.jpg,25.0,19.0
001118.jpg,14.0,30.0
001118.jpg,7.0,28.0
001119.jpg,19.0,28.0
001119.jpg,12.0,19.0
001119.jpg,10.0,30.0
001119.jpg,14.0,26.0
001119.jpg,19.0,15.0
001119.jpg,20.0,25.0
001119.jpg,12.0,26.0
001119.jpg,12.0,27.0
001120.jpg,16.0,31.0
001120.jpg,11.0,25.0
001120.jpg,23.0,17.0
001120.jpg,19.0,23.0
001120.jpg,22.0,19.0
001120.jpg,22.0,16.0
001120.jpg,11.0,25.0
001120.jpg,11.0,19.0
001120.jpg,12.0,20.0
001121.jpg,14.0,27.0
001121.jpg,20.0,18.0
001121.jpg,12.0,33.0
001121.jpg,11.0,24.0
001121.jpg,19.0,17.0
001121.jpg,16.0,14.0
001121.jpg,17.0,21.0
001121.jpg,9.0,23.0
001122.jpg,12.0,27.0
001122.jpg,11.0,22.0
001122.jpg,23.0,22.0
001122.jpg,8.0,23.0
001122.jpg,18.0,15.0
001122.jpg,19.0,20.0
001122.jpg,10.0,21.0
001122.jpg,11.0,20.0
001123.jpg,11.0,28.0
001123.jpg,12.0,26.0
001123.jpg,9.0,30.0
001123.jpg,23.0,21.0
001123.jpg,15.0,20.0
001123.jpg,21.0,18.0
001123.jpg,16.0,23.0
001123.jpg,6.0,20.0
001123.jpg,9.0,19.0
001124.jpg,16.0,25.0
001124.jpg,8.0,20.0
001124.jpg,5.0,27.0
001124.jpg,17.0,23.0
001124.jpg,17.0,17.0
001124.jpg,13.0,21.0
001124.jpg,15.0,19.0
001124.jpg,9.0,18.0
001124.jpg,16.0,15.0
001125.jpg,11.0,20.0
001125.jpg,17.0,18.0
001125.jpg,11.0,25.0
001125.jpg,11.0,31.0
001125.jpg,12.0,19.0
001125.jpg,20.0,18.0
001125.jpg,14.0,20.0
001125.jpg,11.0,15.0
001126.jpg,15.0,25.0
001126.jpg,15.0,21.0
001126.jpg,11.0,22.0
001126.jpg,8.0,23.0
001126.jpg,19.0,23.0
001126.jpg,15.0,16.0
001126.jpg,17.0,17.0
001126.jpg,20.0,16.0
001126.jpg,18.0,14.0
001127.jpg,13.0,15.0
001127.jpg,18.0,17.0
001127.jpg,10.0,20.0
001127.jpg,12.0,16.0
001127.jpg,17.0,22.0
001127.jpg,19.0,16.0
001127.jpg,20.0,21.0
001127.jpg,7.0,23.0
001128.jpg,11.0,14.0
001128.jpg,6.0,17.0
001128.jpg,12.0,18.0
001128.jpg,19.0,19.0
001128.jpg,20.0,16.0
001128.jpg,17.0,18.0
001128.jpg,18.0,21.0
001128.jpg,6.0,18.0
001129.jpg,14.0,23.0
001129.jpg,7.0,28.0
001129.jpg,16.0,15.0
001129.jpg,19.0,14.0
001129.jpg,16.0,25.0
001129.jpg,21.0,21.0
001129.jpg,8.0,21.0
001130.jpg,12.0,27.0
001130.jpg,15.0,17.0
001130.jpg,15.0,24.0
001130.jpg,18.0,19.0
001130.jpg,8.0,20.0
001130.jpg,15.0,19.0
001130.jpg,12.0,12.0
001131.jpg,12.0,15.0
001131.jpg,10.0,22.0
001131.jpg,13.0,13.0
001131.jpg,21.0,19.0
001131.jpg,18.0,26.0
001131.jpg,19.0,25.0
001131.jpg,9.0,18.0
001131.jpg,13.0,19.0
001132.jpg,16.0,28.0
001132.jpg,18.0,14.0
001132.jpg,18.0,20.0
001132.jpg,21.0,23.0
001132.jpg,18.0,22.0
001132.jpg,4.0,16.0
001132.jpg,11.0,16.0
001133.jpg,13.0,26.0
001133.jpg,12.0,21.0
001133.jpg,18.0,17.0
001133.jpg,8.0,22.0
001133.jpg,18.0,19.0
001133.jpg,7.0,19.0
001133.jpg,7.0,22.0
001134.jpg,15.0,14.0
001134.jpg,20.0,17.0
001134.jpg,13.0,11.0
001134.jpg,8.0,24.0
001134.jpg,13.0,25.0
001134.jpg,24.0,18.0
001134.jpg,15.0,26.0
001135.jpg,11.0,24.0
001135.jpg,10.0,17.0
001135.jpg,21.0,16.0
001135.jpg,15.0,27.0
001135.jpg,19.0,15.0
001135.jpg,16.0,20.0
001135.jpg,10.0,18.0
001136.jpg,12.0,19.0
001136.jpg,16.0,18.0
001136.jpg,10.0,26.0
001136.jpg,17.0,19.0
001136.jpg,10.0,22.0
001136.jpg,11.0,13.0
001137.jpg,10.0,27.0
001137.jpg,29.0,20.0
001137.jpg,13.0,33.0
001137.jpg,17.0,11.0
001137.jpg,8.0,17.0
001137.jpg,12.0,14.0
001138.jpg,12.0,21.0
001138.jpg,10.0,9.0
001138.jpg,15.0,24.0
001138.jpg,19.0,20.0
001138.jpg,8.0,16.0
001138.jpg,11.0,17.0
001139.jpg,5.0,19.0
001139.jpg,14.0,11.0
001139.jpg,11.0,25.0
001139.jpg,20.0,16.0
001139.jpg,8.0,22.0
001139.jpg,9.0,21.0
001140.jpg,8.0,27.0
001140.jpg,27.0,26.0
001140.jpg,9.0,32.0
001140.jpg,11.0,20.0
001140.jpg,10.0,18.0
001141.jpg,14.0,27.0
001141.jpg,21.0,16.0
001141.jpg,7.0,16.0
001141.jpg,6.0,20.0
001141.jpg,8.0,13.0
001142.jpg,27.0,20.0
