filename,center_x,center_y
000919.jpg,685.0,584.0
000919.jpg,673.5,601.0
000919.jpg,659.0,607.5
000919.jpg,626.0,590.5
000919.jpg,621.0,559.0
000919.jpg,536.0,534.0
000920.jpg,862.5,389.0
000920.jpg,983.0,448.0
000920.jpg,684.5,587.0
000920.jpg,670.0,591.5
000920.jpg,628.0,593.5
000920.jpg,663.0,611.5
000920.jpg,522.0,533.0
000921.jpg,855.5,387.0
000921.jpg,684.5,593.0
000921.jpg,665.0,579.5
000921.jpg,629.5,601.0
000921.jpg,637.5,574.0
000921.jpg,672.5,624.5
000921.jpg,516.0,536.0
000922.jpg,853.0,386.0
000922.jpg,973.5,450.5
000922.jpg,634.0,610.0
000922.jpg,664.0,572.0
000922.jpg,682.5,595.0
000922.jpg,668.5,616.0
000922.jpg,515.5,533.0
000923.jpg,843.5,382.5
000923.jpg,962.5,449.0
000923.jpg,652.5,557.0
000923.jpg,684.5,608.5
000923.jpg,646.5,589.0
000923.jpg,634.0,617.5
000923.jpg,673.5,627.0
000924.jpg,838.0,380.5
000924.jpg,955.5,448.5
000924.jpg,648.5,551.5
000924.jpg,637.5,628.5
000924.jpg,650.5,591.5
000924.jpg,674.5,625.5
000925.jpg,839.5,379.5
000925.jpg,960.0,448.0
000925.jpg,647.5,554.5
000925.jpg,635.0,625.0
000925.jpg,647.5,591.0
000926.jpg,836.5,380.0
000926.jpg,955.5,447.5
000926.jpg,636.5,541.0
000926.jpg,636.0,629.5
000927.jpg,830.5,376.0
000927.jpg,951.5,445.0
000927.jpg,636.0,640.0
000927.jpg,624.0,536.5
000928.jpg,949.5,447.5
000928.jpg,827.5,373.5
000928.jpg,639.0,644.0
000928.jpg,623.5,535.0
000929.jpg,639.5,654.0
000929.jpg,609.0,531.0
000929.jpg,819.0,371.5
000929.jpg,948.0,446.0
000930.jpg,642.5,663.0
000930.jpg,596.5,525.0
000930.jpg,817.0,371.0
000931.jpg,595.5,526.5
000931.jpg,643.0,662.5
000932.jpg,803.5,364.5
000932.jpg,584.5,527.0
000932.jpg,645.5,674.5
000933.jpg,567.5,527.0
000933.jpg,648.5,680.0
000934.jpg,564.0,524.5
000934.jpg,645.5,682.0
000935.jpg,557.5,527.0
000935.jpg,647.5,689.5
000935.jpg,901.0,431.0
000936.jpg,652.0,693.0
000936.jpg,549.0,532.5
000937.jpg,651.5,695.0
000937.jpg,543.5,531.0
000937.jpg,1009.0,435.0
000938.jpg,651.5,697.5
000938.jpg,532.5,534.0
000938.jpg,1007.0,433.0
000939.jpg,653.0,703.0
000939.jpg,525.5,537.0
000939.jpg,1004.0,431.5
000939.jpg,871.5,422.0
000940.jpg,1001.5,428.5
000940.jpg,656.0,707.0
000940.jpg,520.0,538.0
000941.jpg,997.5,427.0
000941.jpg,513.0,538.0
000942.jpg,995.0,427.5
000942.jpg,509.5,540.0
000943.jpg,992.5,426.5
000944.jpg,991.5,427.0
000945.jpg,987.0,425.0
000945.jpg,662.5,630.5
000946.jpg,720.5,322.0
000946.jpg,983.5,422.0
000946.jpg,663.5,628.5
000947.jpg,720.0,318.5
000947.jpg,977.5,421.0
000947.jpg,659.0,628.0
000948.jpg,721.5,317.0
000948.jpg,973.5,417.5
000948.jpg,660.5,623.0
000949.jpg,969.5,418.0
000949.jpg,716.0,315.0
000949.jpg,656.5,624.0
000950.jpg,962.0,417.5
000950.jpg,714.0,312.0
000950.jpg,656.5,621.0
000951.jpg,954.0,412.5
000951.jpg,711.5,313.0
000951.jpg,655.0,614.0
000952.jpg,951.0,411.5
000952.jpg,708.0,309.5
000952.jpg,653.0,614.0
000953.jpg,944.5,411.0
000953.jpg,706.0,308.0
000953.jpg,649.5,608.0
000954.jpg,940.0,409.5
000954.jpg,701.5,301.0
000954.jpg,648.0,604.5
000955.jpg,937.5,408.5
000955.jpg,702.5,305.0
000955.jpg,648.0,603.5
000955.jpg,665.5,660.0
000956.jpg,927.0,405.0
000956.jpg,697.5,296.5
000956.jpg,645.5,593.5
000956.jpg,664.5,668.0
000957.jpg,915.0,402.5
000957.jpg,643.0,589.5
000957.jpg,792.0,389.5
000957.jpg,662.0,670.5
000958.jpg,912.5,399.0
000958.jpg,786.5,387.5
000958.jpg,642.5,587.5
000958.jpg,661.5,673.0
000959.jpg,908.5,400.0
000959.jpg,683.0,286.0
000959.jpg,638.0,580.0
000959.jpg,660.5,673.5
000960.jpg,901.0,398.0
000960.jpg,677.5,286.0
000960.jpg,634.0,576.5
000960.jpg,656.0,683.0
000961.jpg,679.0,283.5
000961.jpg,904.0,399.0
000961.jpg,632.0,572.0
000961.jpg,654.0,686.0
000962.jpg,887.0,395.0
000962.jpg,676.5,278.0
000962.jpg,631.0,564.0
000962.jpg,484.0,538.0
000962.jpg,656.0,684.5
000963.jpg,759.0,372.5
000963.jpg,884.0,393.5
000963.jpg,623.5,557.0
000963.jpg,485.5,541.5
000963.jpg,661.0,711.0
000964.jpg,660.0,712.5
000964.jpg,884.5,391.5
000964.jpg,671.0,273.5
000964.jpg,625.0,556.5
000964.jpg,487.0,541.0
000965.jpg,878.5,392.0
000965.jpg,622.5,557.0
000965.jpg,658.5,707.0
000965.jpg,493.0,543.0
000966.jpg,871.5,387.5
000966.jpg,617.0,543.5
000966.jpg,659.5,702.5
000966.jpg,690.5,626.5
000966.jpg,500.0,543.0
000966.jpg,656.0,262.5
000966.jpg,757.5,369.5
000967.jpg,866.0,389.5
000967.jpg,747.0,364.5
000967.jpg,656.5,261.0
000967.jpg,615.5,546.0
000967.jpg,658.0,701.5
000967.jpg,688.5,623.5
000967.jpg,502.0,541.5
000968.jpg,863.5,389.5
000968.jpg,610.5,541.0
000968.jpg,688.0,621.0
000968.jpg,661.5,701.0
000968.jpg,643.5,721.0
000968.jpg,510.0,544.0
000968.jpg,652.0,258.5
000968.jpg,743.0,363.0
000969.jpg,854.5,387.0
000969.jpg,605.0,536.0
000969.jpg,685.5,617.5
000969.jpg,657.5,695.0
000969.jpg,517.0,543.5
000969.jpg,732.5,357.0
000970.jpg,644.0,250.5
000970.jpg,846.0,384.0
000970.jpg,738.0,358.5
000970.jpg,601.5,537.0
000970.jpg,684.0,616.5
000970.jpg,656.5,692.0
000970.jpg,517.0,545.5
000971.jpg,842.5,386.5
000971.jpg,730.0,353.5
000971.jpg,683.0,614.0
000971.jpg,654.5,687.0
000971.jpg,598.0,537.0
000971.jpg,529.5,546.5
000972.jpg,152.5,628.5
000972.jpg,590.0,533.0
000972.jpg,681.5,612.0
000972.jpg,652.5,676.5
000972.jpg,837.5,385.0
000972.jpg,718.0,344.0
000972.jpg,485.5,537.0
000973.jpg,713.5,340.0
000973.jpg,833.0,383.0
000973.jpg,679.0,608.0
000973.jpg,589.5,534.0
000973.jpg,488.0,538.0
000973.jpg,154.0,625.0
000973.jpg,654.0,678.0
000974.jpg,826.5,382.5
000974.jpg,717.0,342.5
000974.jpg,676.0,603.0
000974.jpg,652.5,674.0
000974.jpg,584.0,532.5
000974.jpg,498.5,541.5
000974.jpg,155.0,625.0
000975.jpg,709.5,336.0
000975.jpg,818.5,380.0
000975.jpg,672.5,599.5
000975.jpg,652.0,663.0
000975.jpg,578.5,532.5
000975.jpg,496.0,538.0
000975.jpg,158.0,624.0
000976.jpg,814.0,378.0
000976.jpg,707.5,330.5
000976.jpg,673.5,599.5
000976.jpg,652.5,667.0
000976.jpg,577.0,535.0
000976.jpg,495.0,541.5
000977.jpg,808.5,378.5
000977.jpg,703.5,329.5
000977.jpg,671.5,595.0
000977.jpg,651.5,663.0
000977.jpg,570.5,537.0
000977.jpg,497.0,539.5
000978.jpg,803.0,376.0
000978.jpg,1003.5,467.0
000978.jpg,667.0,585.5
000978.jpg,650.0,645.0
000978.jpg,503.5,538.5
000978.jpg,165.5,614.5
000979.jpg,796.5,377.0
000979.jpg,1003.0,468.0
000979.jpg,664.5,581.0
000979.jpg,651.5,646.0
000979.jpg,504.5,539.5
000980.jpg,995.0,412.0
000980.jpg,996.0,465.5
000980.jpg,792.0,372.5
000980.jpg,650.0,636.0
000980.jpg,662.5,575.0
000980.jpg,541.0,543.0
000980.jpg,514.0,535.5
000980.jpg,163.0,611.5
000981.jpg,993.0,408.0
000981.jpg,989.5,465.5
000981.jpg,790.0,373.0
000981.jpg,660.5,571.5
000981.jpg,520.5,536.5
000981.jpg,532.0,544.0
000981.jpg,169.5,609.0
000981.jpg,621.0,549.5
000981.jpg,647.5,631.0
000982.jpg,778.5,371.0
000982.jpg,992.0,412.0
000982.jpg,990.5,466.5
000982.jpg,661.5,571.5
000982.jpg,647.5,631.5
000982.jpg,524.0,536.5
000982.jpg,532.0,543.5
000982.jpg,165.5,608.5
000983.jpg,983.0,465.5
000983.jpg,778.5,368.0
000983.jpg,654.5,564.0
000983.jpg,645.5,620.5
000983.jpg,529.5,535.0
000983.jpg,518.0,546.5
000983.jpg,174.0,599.5
000984.jpg,767.5,365.0
000984.jpg,981.5,407.5
000984.jpg,979.5,464.5
000984.jpg,649.0,558.0
000984.jpg,645.0,609.0
000984.jpg,541.0,536.0
000984.jpg,507.0,548.0
000984.jpg,176.5,592.5
000985.jpg,766.5,367.0
000985.jpg,976.0,462.5
000985.jpg,648.5,550.5
000985.jpg,639.0,607.0
000985.jpg,542.0,538.5
000985.jpg,506.5,549.0
000985.jpg,177.5,593.5
000986.jpg,763.5,363.0
000986.jpg,976.0,408.5
000986.jpg,969.5,464.5
000986.jpg,644.5,548.5
000986.jpg,644.5,602.0
000986.jpg,545.0,535.5
000986.jpg,496.5,552.5
000987.jpg,757.0,360.5
000987.jpg,968.0,405.0
000987.jpg,963.0,464.5
000987.jpg,666.0,576.5
000987.jpg,552.5,536.5
000987.jpg,498.0,549.5
000987.jpg,642.5,592.5
000988.jpg,755.5,360.0
000988.jpg,964.5,407.0
000988.jpg,962.5,463.0
000988.jpg,639.5,544.5
000988.jpg,644.5,589.5
000988.jpg,553.5,538.5
000988.jpg,491.5,550.5
000989.jpg,747.0,356.0
000989.jpg,952.0,464.0
000989.jpg,631.0,541.5
000989.jpg,642.0,585.0
000989.jpg,558.0,538.0
000989.jpg,966.0,409.5
000990.jpg,742.0,354.0
000990.jpg,956.0,406.5
000990.jpg,946.5,467.5
000990.jpg,629.0,542.5
000990.jpg,642.0,574.5
000990.jpg,567.0,540.0
000991.jpg,738.0,350.0
000991.jpg,955.0,406.0
000991.jpg,941.0,466.5
000991.jpg,639.0,571.5
000991.jpg,624.0,540.0
000991.jpg,565.5,540.5
000992.jpg,734.5,351.0
000992.jpg,938.5,466.0
000992.jpg,681.5,602.0
000992.jpg,637.0,558.5
000992.jpg,611.0,533.5
000992.jpg,579.5,542.0
000993.jpg,729.0,344.5
000993.jpg,924.5,464.5
000993.jpg,581.5,545.0
000993.jpg,604.0,532.0
000993.jpg,635.5,557.0
000994.jpg,628.5,247.0
000994.jpg,723.0,345.5
000994.jpg,934.5,400.0
000994.jpg,598.0,531.0
000994.jpg,632.0,555.5
000994.jpg,588.0,543.5
000995.jpg,721.5,339.5
000995.jpg,910.0,464.5
000995.jpg,633.0,249.5
000995.jpg,629.5,542.0
000995.jpg,598.0,548.0
000995.jpg,593.5,532.0
000995.jpg,687.5,587.5
000996.jpg,715.0,337.5
000996.jpg,925.0,401.0
000996.jpg,634.0,254.5
000996.jpg,625.0,536.0
000996.jpg,608.5,549.0
000996.jpg,586.5,534.5
000997.jpg,899.0,466.0
000997.jpg,715.5,341.0
000997.jpg,633.5,254.0
000997.jpg,622.0,535.0
000997.jpg,608.0,549.5
000997.jpg,581.5,532.5
000998.jpg,899.0,465.5
000998.jpg,710.5,330.0
000998.jpg,638.0,264.0
000998.jpg,615.5,532.0
000998.jpg,614.0,554.0
000998.jpg,580.5,534.5
000999.jpg,878.0,466.5
000999.jpg,897.0,395.0
000999.jpg,708.0,326.0
000999.jpg,641.5,262.5
000999.jpg,610.5,527.5
000999.jpg,613.0,557.5
000999.jpg,566.5,536.0
001000.jpg,642.5,264.5
001000.jpg,703.5,325.0
001000.jpg,904.5,390.5
001000.jpg,886.5,467.0
001000.jpg,606.0,526.5
001000.jpg,619.0,560.5
001000.jpg,565.0,538.5
001000.jpg,671.5,570.5
001000.jpg,1016.0,468.5
001001.jpg,358.0,381.0
001001.jpg,545.5,527.0
001002.jpg,362.0,381.0
001002.jpg,545.0,519.5
001003.jpg,370.5,380.0
001003.jpg,542.0,516.5
001004.jpg,377.5,377.0
001004.jpg,542.0,508.0
001004.jpg,941.5,305.0
001005.jpg,377.5,379.0
001005.jpg,541.5,507.0
001005.jpg,855.0,210.0
001005.jpg,711.5,342.5
001006.jpg,382.5,378.5
001006.jpg,538.5,496.0
001006.jpg,796.0,153.0
001006.jpg,714.0,341.5
001007.jpg,392.0,372.0
001007.jpg,537.0,489.5
001007.jpg,750.5,104.0
001008.jpg,398.0,374.0
001008.jpg,537.0,485.5
001008.jpg,341.5,45.0
001008.jpg,719.5,61.5
001008.jpg,560.5,551.5
001009.jpg,402.5,372.0
001009.jpg,531.0,475.5
001009.jpg,343.5,49.5
001010.jpg,343.5,55.0
001010.jpg,406.5,371.5
001010.jpg,530.5,471.5
001010.jpg,679.0,340.5
001011.jpg,414.0,370.0
001011.jpg,529.5,464.5
001011.jpg,675.0,339.0
001011.jpg,343.0,59.5
001012.jpg,415.0,365.0
001012.jpg,344.0,63.5
001012.jpg,578.5,320.0
001012.jpg,530.0,459.5
001012.jpg,674.0,340.0
001012.jpg,554.0,550.0
001013.jpg,341.0,69.5
001013.jpg,425.0,364.0
001013.jpg,529.0,458.0
001013.jpg,666.0,338.0
001013.jpg,576.5,327.5
001013.jpg,887.0,260.0
001013.jpg,564.0,563.0
001014.jpg,658.5,337.0
001014.jpg,569.5,332.5
001014.jpg,429.5,360.0
001014.jpg,532.0,452.5
001014.jpg,342.0,75.5
001014.jpg,730.0,111.5
001015.jpg,526.0,495.5
001015.jpg,528.0,445.0
001015.jpg,433.5,362.5
001015.jpg,568.0,336.5
001015.jpg,340.0,80.5
001015.jpg,651.5,336.5
001016.jpg,522.5,491.5
001016.jpg,526.5,439.5
001016.jpg,562.0,343.5
001016.jpg,438.0,364.5
001016.jpg,338.5,84.5
001016.jpg,647.5,334.5
001017.jpg,525.5,491.0
001017.jpg,529.0,439.0
001017.jpg,448.0,361.5
001017.jpg,642.0,336.0
001017.jpg,339.0,94.0
001017.jpg,556.5,346.0
001018.jpg,336.5,98.0
001018.jpg,549.0,530.0
001018.jpg,521.0,481.5
001018.jpg,526.5,431.0
001018.jpg,553.5,347.5
001019.jpg,547.5,518.5
001019.jpg,521.5,475.0
001019.jpg,526.0,425.5
001019.jpg,460.0,356.0
001019.jpg,335.5,103.5
001019.jpg,534.0,373.5
001020.jpg,545.0,511.0
001020.jpg,524.5,473.0
001020.jpg,529.5,419.0
001020.jpg,530.5,378.5
001020.jpg,461.5,356.0
001020.jpg,336.0,111.5
001021.jpg,543.5,503.5
001021.jpg,521.0,462.0
001021.jpg,528.0,416.0
001021.jpg,525.0,389.5
001021.jpg,466.5,352.5
001021.jpg,332.5,114.5
001022.jpg,541.5,497.0
001022.jpg,522.5,459.0
001022.jpg,530.5,408.0
001022.jpg,523.0,394.0
001022.jpg,469.5,354.0
001022.jpg,332.0,120.0
001023.jpg,537.5,485.0
001023.jpg,522.5,451.0
001023.jpg,531.5,406.0
001023.jpg,513.0,409.0
001023.jpg,479.0,354.0
001023.jpg,330.5,128.0
001024.jpg,538.0,483.0
001024.jpg,525.5,449.0
001024.jpg,538.0,400.5
001024.jpg,516.0,409.5
001024.jpg,482.5,347.0
001024.jpg,329.5,134.0
001025.jpg,536.0,476.5
001025.jpg,526.5,441.0
001025.jpg,540.0,392.0
001025.jpg,513.0,422.5
001025.jpg,487.0,345.5
001025.jpg,332.0,138.5
001026.jpg,330.0,145.0
001026.jpg,496.5,343.5
001026.jpg,546.0,387.0
001026.jpg,510.0,428.5
001026.jpg,530.0,433.5
001026.jpg,531.0,464.5
001027.jpg,534.0,463.0
001027.jpg,513.0,436.0
001027.jpg,530.5,431.0
001027.jpg,547.0,383.0
001027.jpg,503.0,343.0
001027.jpg,329.0,150.0
001028.jpg,529.5,455.0
001028.jpg,513.5,440.5
001028.jpg,532.5,423.5
001028.jpg,551.0,379.0
001028.jpg,505.5,341.5
001028.jpg,330.5,155.0
001029.jpg,528.0,449.0
001029.jpg,515.5,448.5
001029.jpg,537.5,414.5
001029.jpg,555.0,377.0
001029.jpg,510.0,337.0
001029.jpg,324.5,162.0
001030.jpg,528.5,438.5
001030.jpg,518.0,455.5
001030.jpg,540.5,407.0
001030.jpg,561.5,371.0
001030.jpg,515.5,339.5
001030.jpg,328.5,163.0
001030.jpg,350.5,42.5
001031.jpg,517.5,457.5
001031.jpg,528.0,433.5
001031.jpg,542.0,405.5
001031.jpg,561.5,368.5
001031.jpg,524.5,336.5
001031.jpg,324.5,171.5
001031.jpg,348.5,43.5
001032.jpg,519.0,468.0
001032.jpg,525.0,424.5
001032.jpg,545.0,399.0
001032.jpg,567.5,367.5
001032.jpg,527.5,333.5
001032.jpg,322.5,177.5
001032.jpg,353.5,51.0
001033.jpg,521.0,476.0
001033.jpg,528.0,413.0
001033.jpg,550.0,398.5
001033.jpg,573.0,362.0
001033.jpg,534.5,334.0
001033.jpg,322.5,182.0
001033.jpg,356.0,57.0
001034.jpg,524.5,484.5
001034.jpg,528.0,408.5
001034.jpg,553.5,396.0
001034.jpg,573.5,363.0
001034.jpg,577.0,327.5
001034.jpg,540.0,333.0
001034.jpg,323.0,187.0
001034.jpg,359.0,61.5
001035.jpg,526.0,490.5
001035.jpg,533.5,396.5
001035.jpg,559.5,386.5
001035.jpg,572.5,357.0
001035.jpg,587.5,345.0
001035.jpg,578.0,333.0
001035.jpg,546.0,330.5
001035.jpg,324.0,193.5
001035.jpg,358.5,64.0
001036.jpg,530.5,496.5
001036.jpg,536.5,393.0
001036.jpg,566.0,384.5
001036.jpg,588.0,345.0
001036.jpg,567.0,338.5
001036.jpg,552.5,328.0
001036.jpg,323.0,198.0
001036.jpg,357.0,69.5
001037.jpg,530.5,501.5
001037.jpg,542.0,388.0
001037.jpg,580.0,379.5
001037.jpg,590.0,338.0
001037.jpg,560.5,338.5
001037.jpg,554.0,328.0
001037.jpg,319.0,206.5
001037.jpg,362.0,77.0
001038.jpg,534.0,511.0
001038.jpg,547.0,384.0
001038.jpg,582.5,376.0
001038.jpg,591.0,336.5
001038.jpg,554.5,346.0
001038.jpg,562.0,326.0
001038.jpg,319.5,209.0
001038.jpg,363.0,79.0
001039.jpg,537.5,516.0
001039.jpg,586.0,376.0
001039.jpg,551.0,380.0
001039.jpg,547.0,352.5
001039.jpg,571.0,324.5
001039.jpg,592.5,332.5
001039.jpg,316.0,217.5
001039.jpg,364.5,86.5
001040.jpg,532.5,523.0
001040.jpg,591.5,370.5
001040.jpg,560.5,369.0
001040.jpg,531.0,360.5
001040.jpg,595.5,327.5
001040.jpg,576.5,325.5
001040.jpg,320.0,219.5
001040.jpg,363.0,92.0
001041.jpg,537.5,530.0
001041.jpg,596.5,371.5
001041.jpg,565.0,364.5
001041.jpg,526.5,369.5
001041.jpg,596.5,328.0
001041.jpg,578.0,326.0
001041.jpg,319.0,225.0
001041.jpg,362.5,101.0
001042.jpg,607.5,368.5
001042.jpg,568.5,362.5
001042.jpg,523.5,378.5
001042.jpg,581.0,324.5
001042.jpg,598.5,325.0
001042.jpg,318.5,236.0
001042.jpg,364.5,104.0
001043.jpg,612.0,363.5
001043.jpg,569.5,358.5
001043.jpg,518.5,387.0
001043.jpg,580.5,324.5
001043.jpg,602.5,322.5
001043.jpg,314.5,241.0
001043.jpg,362.5,107.5
001044.jpg,510.0,399.5
001044.jpg,622.0,361.5
001044.jpg,572.0,354.0
001044.jpg,316.5,246.0
001044.jpg,364.0,113.0
001045.jpg,510.0,402.0
001045.jpg,574.0,356.0
001045.jpg,625.5,358.0
001045.jpg,313.0,246.5
001045.jpg,361.0,118.5
001046.jpg,506.0,415.0
001046.jpg,631.5,357.5
001046.jpg,579.0,352.0
001046.jpg,310.5,254.5
001046.jpg,361.0,121.5
001047.jpg,506.5,426.5
001047.jpg,635.0,353.0
001047.jpg,312.0,258.0
001047.jpg,359.0,128.0
001048.jpg,505.5,432.5
001048.jpg,640.0,352.0
001048.jpg,309.5,262.0
001048.jpg,361.0,134.0
001049.jpg,508.5,452.0
001049.jpg,647.0,348.0
001049.jpg,306.0,268.0
001050.jpg,511.0,457.0
001050.jpg,659.5,347.0
001050.jpg,308.0,276.0
001051.jpg,513.5,467.5
001051.jpg,662.5,342.0
001051.jpg,302.0,279.0
001052.jpg,516.5,474.0
001052.jpg,667.5,341.5
001052.jpg,306.0,288.0
001052.jpg,355.0,158.5
001053.jpg,526.0,484.0
001053.jpg,302.0,293.5
001053.jpg,353.0,165.0
001054.jpg,528.5,490.0
001054.jpg,302.5,294.0
001054.jpg,353.0,165.0
001055.jpg,533.0,499.0
001055.jpg,299.0,300.0
001055.jpg,353.0,173.0
001056.jpg,533.5,503.0
001056.jpg,299.5,310.0
001056.jpg,352.0,176.5
001057.jpg,538.5,513.0
001057.jpg,296.5,310.0
001057.jpg,352.5,186.5
001058.jpg,544.0,518.0
001058.jpg,296.0,313.0
001058.jpg,350.0,191.5
001059.jpg,542.5,522.0
001059.jpg,293.0,321.5
001059.jpg,352.0,201.5
001059.jpg,337.0,59.0
001060.jpg,543.5,525.0
001060.jpg,293.0,329.0
001060.jpg,351.0,200.5
001060.jpg,332.5,66.5
001061.jpg,333.0,73.0
001061.jpg,290.5,327.5
001061.jpg,541.5,531.0
001062.jpg,288.0,339.0
001062.jpg,332.5,77.0
001063.jpg,597.0,342.5
001063.jpg,286.5,344.0
001063.jpg,329.5,88.0
001064.jpg,598.0,344.0
001064.jpg,284.5,345.0
001064.jpg,329.5,89.0
001064.jpg,346.5,224.5
001065.jpg,592.5,346.5
001065.jpg,279.5,351.0
001065.jpg,327.5,98.0
001065.jpg,348.0,228.0
001066.jpg,591.0,349.5
001066.jpg,278.0,352.0
001066.jpg,346.5,230.0
001066.jpg,329.5,101.0
001067.jpg,588.0,353.5
001067.jpg,274.0,358.5
001067.jpg,327.5,109.5
001068.jpg,583.0,357.0
001068.jpg,274.0,362.0
001068.jpg,328.5,116.0
001069.jpg,586.0,357.5
001069.jpg,271.5,363.0
001069.jpg,325.0,122.5
001069.jpg,340.5,251.0
001070.jpg,584.5,358.5
001070.jpg,269.0,368.0
001070.jpg,322.0,128.5
001071.jpg,567.5,368.0
001071.jpg,267.0,372.0
001071.jpg,337.0,262.0
001071.jpg,323.0,132.5
001072.jpg,561.5,372.0
001072.jpg,264.0,377.0
001072.jpg,338.5,265.5
001072.jpg,325.0,142.0
001073.jpg,701.0,326.5
001073.jpg,563.5,375.0
001073.jpg,262.5,381.0
001073.jpg,339.0,270.0
001073.jpg,326.0,147.0
001074.jpg,555.0,378.0
001074.jpg,261.0,385.5
001074.jpg,335.5,274.0
001074.jpg,324.0,151.0
001074.jpg,700.0,326.5
001075.jpg,698.5,327.5
001075.jpg,554.5,377.5
001075.jpg,255.0,389.0
001075.jpg,335.5,278.0
001075.jpg,326.0,157.0
001076.jpg,701.0,327.5
001076.jpg,652.0,336.0
001076.jpg,548.0,382.0
001076.jpg,258.0,393.5
001076.jpg,335.5,285.5
001076.jpg,323.0,163.5
001077.jpg,657.0,334.0
001077.jpg,699.0,329.5
001077.jpg,544.5,383.5
001077.jpg,253.0,394.5
001077.jpg,331.5,289.0
001077.jpg,324.5,168.5
001078.jpg,658.5,334.5
001078.jpg,537.5,388.0
001078.jpg,248.5,402.5
001078.jpg,330.0,290.5
001078.jpg,322.5,171.5
001079.jpg,667.0,338.0
001079.jpg,532.5,388.0
001079.jpg,244.5,406.5
001079.jpg,329.5,294.5
001079.jpg,324.0,181.0
001080.jpg,673.5,341.5
001080.jpg,531.5,392.0
001080.jpg,241.5,411.0
001080.jpg,327.5,301.5
001080.jpg,322.0,187.5
001081.jpg,676.5,341.0
001081.jpg,685.0,327.0
001081.jpg,529.0,395.5
001081.jpg,243.0,416.5
001081.jpg,325.5,310.0
001081.jpg,320.5,193.5
001082.jpg,682.0,343.0
001082.jpg,679.0,331.5
001082.jpg,526.5,401.5
001082.jpg,241.5,421.0
001082.jpg,327.5,315.0
001082.jpg,325.5,199.0
001083.jpg,550.0,523.0
001083.jpg,518.5,406.0
001083.jpg,234.5,424.5
001083.jpg,324.0,315.0
001083.jpg,322.5,207.5
001083.jpg,672.0,332.0
001084.jpg,669.0,334.0
001084.jpg,516.5,408.5
001084.jpg,549.0,514.5
001084.jpg,233.0,428.5
001084.jpg,321.0,322.0
001084.jpg,322.5,210.0
001085.jpg,663.5,336.5
001085.jpg,583.5,318.5
001085.jpg,517.0,415.5
001085.jpg,547.0,507.5
001085.jpg,232.5,431.0
001085.jpg,318.5,330.5
001085.jpg,320.5,217.5
001086.jpg,545.0,501.0
001086.jpg,515.0,420.0
001086.jpg,659.5,337.0
001086.jpg,580.0,322.5
001086.jpg,317.0,330.0
001086.jpg,228.5,438.0
001086.jpg,323.0,224.0
001087.jpg,542.0,489.0
001087.jpg,516.5,426.5
001087.jpg,654.5,340.0
001087.jpg,582.5,323.5
001087.jpg,713.5,342.0
001087.jpg,313.0,336.0
001087.jpg,225.0,440.5
001087.jpg,323.0,226.0
001088.jpg,540.5,482.0
001088.jpg,513.5,432.0
001088.jpg,646.5,341.0
001088.jpg,576.5,325.0
001088.jpg,308.0,337.5
001088.jpg,224.0,448.0
001088.jpg,321.0,233.0
001089.jpg,639.5,344.0
001089.jpg,573.5,326.0
001089.jpg,539.0,473.5
001089.jpg,517.5,439.0
001089.jpg,224.5,443.5
001089.jpg,308.0,345.0
001089.jpg,323.5,237.0
001090.jpg,533.0,469.0
001090.jpg,519.5,444.5
001090.jpg,638.0,344.0
001090.jpg,569.0,332.0
001090.jpg,303.0,348.5
001090.jpg,322.0,243.0
001091.jpg,538.0,465.0
001091.jpg,521.0,448.0
001091.jpg,632.0,347.5
001091.jpg,565.0,339.0
001091.jpg,303.5,353.5
001091.jpg,322.0,248.5
001092.jpg,520.0,456.0
001092.jpg,624.0,351.5
001092.jpg,562.5,341.0
001092.jpg,302.5,353.5
001092.jpg,325.5,254.0
001093.jpg,542.0,524.5
001093.jpg,526.0,458.5
001093.jpg,619.0,350.0
001093.jpg,561.5,345.5
001093.jpg,299.0,361.5
001093.jpg,322.0,257.5
001094.jpg,542.5,521.0
001094.jpg,529.0,465.5
001094.jpg,610.5,353.0
001094.jpg,558.5,346.5
001094.jpg,294.0,365.5
001094.jpg,323.5,263.5
001095.jpg,609.0,358.5
001095.jpg,550.0,350.0
001095.jpg,531.0,469.0
001095.jpg,536.5,515.5
001095.jpg,292.5,370.0
001095.jpg,322.5,265.0
001096.jpg,538.0,510.0
001096.jpg,534.0,482.0
001096.jpg,524.0,423.5
001096.jpg,608.5,352.5
001096.jpg,546.5,354.0
001096.jpg,288.5,371.5
001096.jpg,321.0,278.0
001097.jpg,535.5,494.5
001097.jpg,525.5,412.5
001097.jpg,543.0,361.5
001097.jpg,603.0,357.0
001097.jpg,288.0,376.0
001097.jpg,320.5,281.5
001097.jpg,370.0,46.5
001098.jpg,590.0,360.5
001098.jpg,537.5,361.5
001098.jpg,525.5,408.5
001098.jpg,285.5,384.5
001098.jpg,324.0,288.0
001098.jpg,375.5,49.0
001099.jpg,543.0,507.0
001099.jpg,531.5,481.5
001099.jpg,588.0,360.5
001099.jpg,530.5,365.0
001099.jpg,529.0,395.5
001099.jpg,283.0,381.0
001099.jpg,322.5,292.0
001099.jpg,372.0,54.5
001100.jpg,549.0,513.5
001100.jpg,528.0,478.5
001100.jpg,578.0,363.0
001100.jpg,529.0,393.0
